"estimate","statistic","p.value","method","alternative","im.cell","microbe","cancer"
0.0880157560274808,1252793.66792929,0.212913250492477,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Agrobacterium","THO"
0.00171106197924592,1371350.51244805,0.980718714880485,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Agrobacterium","THO"
0.0219668192791061,1343525.15838947,0.756327421493403,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Agrobacterium","THO"
-0.0569710822263273,1451962.23262539,0.420623126682688,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Agrobacterium","THO"
-0.00485718888067245,1380373.32522257,0.945303546146018,"Spearman's rank correlation rho","two.sided","Eosinophils","Agrobacterium","THO"
0.122275621818338,1205730.85603253,0.0829909791080738,"Spearman's rank correlation rho","two.sided","Neutrophils","Agrobacterium","THO"
0.122052255027392,1206037.69521662,0.0835590911881095,"Spearman's rank correlation rho","two.sided","TILs","Agrobacterium","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Agrococcus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Agrococcus","THO"
-0.0782413164270026,1481181.17461709,0.268374053518381,"Spearman's rank correlation rho","two.sided","B.cells.naive","Agromyces","THO"
0.0714568903744206,1275540.59823577,0.312215990827458,"Spearman's rank correlation rho","two.sided","B.cells.memory","Agromyces","THO"
0.0285435874774287,1334490.64533867,0.686767845982499,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Agromyces","THO"
0.0773152804807876,1267492.92188826,0.274097440350467,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Agromyces","THO"
-0.000501434237956754,1374389.82071412,0.994349035561936,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Agromyces","THO"
-0.00625882266817479,1382298.75095809,0.929556048477242,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Agromyces","THO"
-0.00923098051338459,1386381.60716222,0.896261455733198,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Agromyces","THO"
0.0839105640834288,1258432.97420803,0.235114328766971,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Agromyces","THO"
-0.0612396964699391,1457826.03228045,0.386604691189432,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Agromyces","THO"
0.0675457307029067,1280913.36218769,0.339507443812978,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Agromyces","THO"
-0.15636861598245,1588504.72414371,0.0262622225640223,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Agromyces","THO"
-0.0573092203915643,1452426.73336111,0.417866375774409,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Agromyces","THO"
-0.0209946124742056,1402541.32015043,0.766794471923497,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Agromyces","THO"
-0.161435909865022,1595465.67081749,0.0217175019632041,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Agromyces","THO"
0.0283076990056293,1334814.68556827,0.689221785620787,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Agromyces","THO"
0.121690386241746,1206534.79472933,0.0844860997831773,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Agromyces","THO"
0.0987308023256432,1238074.39811446,0.162131679653698,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Agromyces","THO"
-0.135286748357383,1559544.54150528,0.054897281731045,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Agromyces","THO"
-0.0258376721603629,1409194.23608436,0.715108154253516,"Spearman's rank correlation rho","two.sided","Eosinophils","Agromyces","THO"
-0.01137867176669,1389331.89278457,0.872311650602821,"Spearman's rank correlation rho","two.sided","Neutrophils","Agromyces","THO"
-0.0443000859185392,1434556.07232638,0.531300091750659,"Spearman's rank correlation rho","two.sided","TILs","Agromyces","THO"
-0.0681084170040018,1467261.60054681,0.335490254304922,"Spearman's rank correlation rho","two.sided","B.cells.naive","Alcaligenes","THO"
-0.00713482326127254,1383502.11384883,0.919727585579303,"Spearman's rank correlation rho","two.sided","B.cells.memory","Alcaligenes","THO"
-0.074837782214223,1476505.73626546,0.289814285290466,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Alcaligenes","THO"
0.0590837440508994,1292537.60171354,0.403573297941201,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Alcaligenes","THO"
-0.0919636518090151,1500031.5604537,0.193019662558644,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Alcaligenes","THO"
-0.0921373665985868,1500270.19263385,0.192176548838884,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Alcaligenes","THO"
0.0404368192962873,1318152.90089587,0.567740467211996,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Alcaligenes","THO"
0.0409419898302119,1317458.94762825,0.562908693031374,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Alcaligenes","THO"
0.018694173696381,1348020.79489911,0.791727242812974,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Alcaligenes","THO"
-0.0446310544618613,1435010.72414531,0.528233859377172,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Alcaligenes","THO"
-0.142957336265346,1570081.63578504,0.0423938449451972,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Alcaligenes","THO"
-0.18238348538025,1624241.37625033,0.00937968016302031,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Alcaligenes","THO"
-0.1173693103072,1534931.33893831,0.0962056288374072,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Alcaligenes","THO"
-0.174645526265739,1613611.73407677,0.0129220465043347,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Alcaligenes","THO"
-0.163286136635299,1598007.32918205,0.0202363994893189,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Alcaligenes","THO"
-0.0296359467466842,1414411.92968187,0.675447085661631,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Alcaligenes","THO"
0.150864831675373,1166457.82986271,0.0320996544624801,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Alcaligenes","THO"
-0.179232510433932,1619912.8788156,0.0107024914902633,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Alcaligenes","THO"
0.0250306266622892,1339316.40312339,0.723638876122692,"Spearman's rank correlation rho","two.sided","Eosinophils","Alcaligenes","THO"
-0.19915365101097,1647278.56954742,0.00449076085371636,"Spearman's rank correlation rho","two.sided","Neutrophils","Alcaligenes","THO"
-0.146346002032916,1574736.64933862,0.0376852172084298,"Spearman's rank correlation rho","two.sided","TILs","Alcaligenes","THO"
0.122082637910053,1205995.95822032,0.0834816320567257,"Spearman's rank correlation rho","two.sided","B.cells.naive","Alloactinosynnema","THO"
-0.0998201755896713,1510824.07502771,0.157526495267892,"Spearman's rank correlation rho","two.sided","B.cells.memory","Alloactinosynnema","THO"
0.00972499971905365,1360341.75816094,0.890743316675965,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Alloactinosynnema","THO"
-0.00589933547152085,1381804.92303656,0.933592560377298,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Alloactinosynnema","THO"
0.015695892311381,1352139.53703596,0.824539794946857,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Alloactinosynnema","THO"
-0.0975734274006369,1507737.71479368,0.167134031206385,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Alloactinosynnema","THO"
0.107718501608087,1225727.98662247,0.127032289580336,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Alloactinosynnema","THO"
0.0547703640324138,1298462.89615831,0.438822188531924,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Alloactinosynnema","THO"
-0.024092431806645,1406796.79766522,0.733598822502548,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Alloactinosynnema","THO"
-0.148006081174138,1577017.10171499,0.0355446379647539,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Alloactinosynnema","THO"
0.163802948452879,1148684.72590733,0.0198386529897045,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Alloactinosynnema","THO"
0.135965966941507,1186924.41524649,0.053679169812174,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Alloactinosynnema","THO"
0.0686936051823558,1279336.52586739,0.331344779999141,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Alloactinosynnema","THO"
0.105330937794858,1229007.78542027,0.135726207265877,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Alloactinosynnema","THO"
0.0179454898088594,1349049.26270408,0.799888865432201,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Alloactinosynnema","THO"
-0.151118335973604,1581292.40924528,0.0318083624588335,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Alloactinosynnema","THO"
-0.10312406585353,1515362.63238706,0.144161143210002,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Alloactinosynnema","THO"
0.13253300839574,1191640.27383376,0.0600724828326102,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Alloactinosynnema","THO"
-0.174515663363099,1613433.34127755,0.0129903730957441,"Spearman's rank correlation rho","two.sided","Eosinophils","Alloactinosynnema","THO"
-0.12148591828767,1540586.32743769,0.0850135311123098,"Spearman's rank correlation rho","two.sided","Neutrophils","Alloactinosynnema","THO"
0.0592094174206163,1292364.96407988,0.402572189766423,"Spearman's rank correlation rho","two.sided","TILs","Alloactinosynnema","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Alpharetrovirus","THO"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Alpharetrovirus","THO"
-0.0830407919969568,1487774.21900701,0.240019697185481,"Spearman's rank correlation rho","two.sided","B.cells.naive","Altererythrobacter","THO"
-0.129898926005793,1552143.28455308,0.0653921132181399,"Spearman's rank correlation rho","two.sided","B.cells.memory","Altererythrobacter","THO"
-0.0558860647966129,1450471.74309717,0.429540242782064,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Altererythrobacter","THO"
0.0518249299616761,1302509.04188672,0.463868294629833,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Altererythrobacter","THO"
-0.108602077560661,1522887.78254716,0.123926232980199,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Altererythrobacter","THO"
-0.0726657593203999,1473522.02624419,0.304079388155025,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Altererythrobacter","THO"
-0.0750559513564381,1476805.43543429,0.288406554779294,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Altererythrobacter","THO"
0.0855843855884695,1256133.64393273,0.225873427369909,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Altererythrobacter","THO"
0.0456456750987347,1310997.49047119,0.518890073382855,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Altererythrobacter","THO"
-0.0785686587456841,1481630.8450876,0.266370537688972,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Altererythrobacter","THO"
-0.0433747402210886,1433284.92401645,0.539920150041239,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Altererythrobacter","THO"
-0.197577922133932,1645113.9892133,0.00482453885249144,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Altererythrobacter","THO"
-0.125612280060368,1546254.71473121,0.0748685593307612,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Altererythrobacter","THO"
