Taxon,Prevalence,Ref,Reference
f__Methanocellaceae,0.284916201,Ours,ExoTIC TCGA CRC (this study)
f__Methanomassiliicoccaceae,0.25698324,Ours,ExoTIC TCGA CRC (this study)
f__Methanomicrobiaceae,0.094972067,Ours,ExoTIC TCGA CRC (this study)
f__Methanopyraceae,0.044692737,Ours,ExoTIC TCGA CRC (this study)
f__Methanoregulaceae,0.022346369,Ours,ExoTIC TCGA CRC (this study)
f__Methanosarcinaceae,0.025139665,Ours,ExoTIC TCGA CRC (this study)
f__Methanospirillaceae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
f__Methanothermaceae,0.008379888,Ours,ExoTIC TCGA CRC (this study)
f__Methanotrichaceae,0.06424581,Ours,ExoTIC TCGA CRC (this study)
f__Methylacidiphilaceae,0.195530726,Ours,ExoTIC TCGA CRC (this study)
f__Methylobacteriaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Methylococcaceae,0.329608939,Ours,ExoTIC TCGA CRC (this study)
f__Methylocystaceae,0.421787709,Ours,ExoTIC TCGA CRC (this study)
f__Methylophilaceae,0.237430168,Ours,ExoTIC TCGA CRC (this study)
f__Microbacteriaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Micrococcaceae,0.837988827,Ours,ExoTIC TCGA CRC (this study)
f__Microcoleaceae,0,Ours,ExoTIC TCGA CRC (this study)
f__Micromonosporaceae,0.994413408,Ours,ExoTIC TCGA CRC (this study)
f__Microviridae,0.094972067,Ours,ExoTIC TCGA CRC (this study)
f__Mimiviridae,0.081005587,Ours,ExoTIC TCGA CRC (this study)
f__Moraxellaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Morganellaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Muribaculaceae,0.117318436,Ours,ExoTIC TCGA CRC (this study)
f__Musaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Mycobacteriaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Mycoplasmataceae,0.851955307,Ours,ExoTIC TCGA CRC (this study)
f__Mycosphaerellaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Myoviridae,0.991620112,Ours,ExoTIC TCGA CRC (this study)
f__Myxococcaceae,0.765363128,Ours,ExoTIC TCGA CRC (this study)
f__Nairoviridae,0.005586592,Ours,ExoTIC TCGA CRC (this study)
f__Nakamurellaceae,0.11452514,Ours,ExoTIC TCGA CRC (this study)
f__Nanoviridae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
f__Natranaerobiaceae,0.173184358,Ours,ExoTIC TCGA CRC (this study)
f__Natrialbaceae,0.245810056,Ours,ExoTIC TCGA CRC (this study)
f__Nautiliaceae,0.075418994,Ours,ExoTIC TCGA CRC (this study)
f__Nectriaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Neisseriaceae,0.611731844,Ours,ExoTIC TCGA CRC (this study)
f__Nitrosomonadaceae,0.17877095,Ours,ExoTIC TCGA CRC (this study)
f__Nitrosopumilaceae,0.081005587,Ours,ExoTIC TCGA CRC (this study)
f__Nitrososphaeraceae,0.315642458,Ours,ExoTIC TCGA CRC (this study)
f__Nitrospiraceae,0.148044693,Ours,ExoTIC TCGA CRC (this study)
f__Nocardiaceae,0.916201117,Ours,ExoTIC TCGA CRC (this study)
f__Nocardioidaceae,0.907821229,Ours,ExoTIC TCGA CRC (this study)
f__Nocardiopsaceae,0.539106145,Ours,ExoTIC TCGA CRC (this study)
f__Nostocaceae,0.815642458,Ours,ExoTIC TCGA CRC (this study)
f__Nudiviridae,0.997206704,Ours,ExoTIC TCGA CRC (this study)
f__Nymphaeaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Oceanospirillaceae,0.167597765,Ours,ExoTIC TCGA CRC (this study)
f__Odoribacteraceae,0.231843575,Ours,ExoTIC TCGA CRC (this study)
f__Oleaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Oleiphilaceae,0.022346369,Ours,ExoTIC TCGA CRC (this study)
f__Opitutaceae,0.416201117,Ours,ExoTIC TCGA CRC (this study)
f__Orbaceae,0.298882682,Ours,ExoTIC TCGA CRC (this study)
f__Oscillospiraceae,0.195530726,Ours,ExoTIC TCGA CRC (this study)
f__Oxalobacteraceae,0.254189944,Ours,ExoTIC TCGA CRC (this study)
f__Paenibacillaceae,0.583798883,Ours,ExoTIC TCGA CRC (this study)
f__Paludibacteraceae,0.131284916,Ours,ExoTIC TCGA CRC (this study)
f__Papaveraceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Papillomaviridae,0.016759777,Ours,ExoTIC TCGA CRC (this study)
f__Parachlamydiaceae,0.131284916,Ours,ExoTIC TCGA CRC (this study)
f__Parameciidae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
f__Paramyxoviridae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
f__Parvoviridae,0,Ours,ExoTIC TCGA CRC (this study)
f__Parvularculaceae,0.01396648,Ours,ExoTIC TCGA CRC (this study)
f__Pasteurellaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Pectobacteriaceae,0.673184358,Ours,ExoTIC TCGA CRC (this study)
f__Pedaliaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Pelagibacteraceae,0.24301676,Ours,ExoTIC TCGA CRC (this study)
f__Peptococcaceae,0.201117318,Ours,ExoTIC TCGA CRC (this study)
f__Peptoniphilaceae,0.689944134,Ours,ExoTIC TCGA CRC (this study)
f__Peptostreptococcaceae,0.860335196,Ours,ExoTIC TCGA CRC (this study)
f__Peribunyaviridae,0.25698324,Ours,ExoTIC TCGA CRC (this study)
f__Petrotogaceae,0.055865922,Ours,ExoTIC TCGA CRC (this study)
f__Phaeodactylaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Phaffomycetaceae,0.254189944,Ours,ExoTIC TCGA CRC (this study)
f__Phenuiviridae,0,Ours,ExoTIC TCGA CRC (this study)
f__Phycisphaeraceae,0.086592179,Ours,ExoTIC TCGA CRC (this study)
f__Phycodnaviridae,0.108938547,Ours,ExoTIC TCGA CRC (this study)
f__Phyllobacteriaceae,0.304469274,Ours,ExoTIC TCGA CRC (this study)
f__Pichiaceae,0.991620112,Ours,ExoTIC TCGA CRC (this study)
f__Picornaviridae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
f__Picrophilaceae,0.01396648,Ours,ExoTIC TCGA CRC (this study)
f__Piscirickettsiaceae,0.944134078,Ours,ExoTIC TCGA CRC (this study)
f__Pithoviridae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
f__Planctomycetaceae,0.977653631,Ours,ExoTIC TCGA CRC (this study)
f__Planococcaceae,0.586592179,Ours,ExoTIC TCGA CRC (this study)
f__Plasmodiidae,1,Ours,ExoTIC TCGA CRC (this study)
f__Poaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Podoviridae,0.05027933,Ours,ExoTIC TCGA CRC (this study)
f__Polyangiaceae,0.698324022,Ours,ExoTIC TCGA CRC (this study)
f__Polydnaviridae,0,Ours,ExoTIC TCGA CRC (this study)
f__Polyomaviridae,0.025139665,Ours,ExoTIC TCGA CRC (this study)
f__Porphyromonadaceae,0.525139665,Ours,ExoTIC TCGA CRC (this study)
f__Potyviridae,0.008379888,Ours,ExoTIC TCGA CRC (this study)
f__Poxviridae,0.335195531,Ours,ExoTIC TCGA CRC (this study)
f__Prevotellaceae,0.684357542,Ours,ExoTIC TCGA CRC (this study)
f__Prochloraceae,0.868715084,Ours,ExoTIC TCGA CRC (this study)
f__Prochlorotrichaceae,0.201117318,Ours,ExoTIC TCGA CRC (this study)
f__Prolixibacteraceae,0.058659218,Ours,ExoTIC TCGA CRC (this study)
f__Promicromonosporaceae,0.745810056,Ours,ExoTIC TCGA CRC (this study)
f__Propionibacteriaceae,0.994413408,Ours,ExoTIC TCGA CRC (this study)
f__Pseudomonadaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Pseudonocardiaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Puniceicoccaceae,0.703910615,Ours,ExoTIC TCGA CRC (this study)
f__Pyriculariaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Pyrodictiaceae,0.008379888,Ours,ExoTIC TCGA CRC (this study)
f__Reoviridae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
f__Retroviridae,1,Ours,ExoTIC TCGA CRC (this study)
f__Rhabdoviridae,0.005586592,Ours,ExoTIC TCGA CRC (this study)
f__Rhamnaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Rhizobiaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Rhodanobacteraceae,0.896648045,Ours,ExoTIC TCGA CRC (this study)
f__Rhodobacteraceae,0.997206704,Ours,ExoTIC TCGA CRC (this study)
f__Rhodobiaceae,0.089385475,Ours,ExoTIC TCGA CRC (this study)
f__Rhodocyclaceae,0.175977654,Ours,ExoTIC TCGA CRC (this study)
f__Rhodospirillaceae,0.759776536,Ours,ExoTIC TCGA CRC (this study)
f__Rhodothermaceae,0.561452514,Ours,ExoTIC TCGA CRC (this study)
f__Rickettsiaceae,0.74301676,Ours,ExoTIC TCGA CRC (this study)
f__Rikenellaceae,0.508379888,Ours,ExoTIC TCGA CRC (this study)
f__Rivulariaceae,0.008379888,Ours,ExoTIC TCGA CRC (this study)
f__Rosaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Roseiflexaceae,0.061452514,Ours,ExoTIC TCGA CRC (this study)
f__Ruaniaceae,0.597765363,Ours,ExoTIC TCGA CRC (this study)
f__Rubiaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Rubrobacteraceae,0.201117318,Ours,ExoTIC TCGA CRC (this study)
f__Ruminococcaceae,0.88547486,Ours,ExoTIC TCGA CRC (this study)
f__Rutaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Saccharomycetaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Saccharospirillaceae,0.139664804,Ours,ExoTIC TCGA CRC (this study)
f__Salicaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Salinisphaeraceae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
f__Salinivirgaceae,0.041899441,Ours,ExoTIC TCGA CRC (this study)
f__Sandaracinaceae,0.069832402,Ours,ExoTIC TCGA CRC (this study)
f__Sanguibacteraceae,0.069832402,Ours,ExoTIC TCGA CRC (this study)
f__Saprospiraceae,0.103351955,Ours,ExoTIC TCGA CRC (this study)
f__Sarcocystidae,1,Ours,ExoTIC TCGA CRC (this study)
f__Schizosaccharomycetaceae,0.837988827,Ours,ExoTIC TCGA CRC (this study)
f__Sclerotiniaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Secoviridae,0.008379888,Ours,ExoTIC TCGA CRC (this study)
f__Sedimentisphaeraceae,0.05027933,Ours,ExoTIC TCGA CRC (this study)
f__Segniliparaceae,0.086592179,Ours,ExoTIC TCGA CRC (this study)
f__Selenomonadaceae,0.474860335,Ours,ExoTIC TCGA CRC (this study)
f__Shewanellaceae,0.997206704,Ours,ExoTIC TCGA CRC (this study)
f__Silvanigrellaceae,0.044692737,Ours,ExoTIC TCGA CRC (this study)
f__Simkaniaceae,0.11452514,Ours,ExoTIC TCGA CRC (this study)
f__Sinobacteraceae,0.131284916,Ours,ExoTIC TCGA CRC (this study)
f__Siphoviridae,1,Ours,ExoTIC TCGA CRC (this study)
f__Solanaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Solibacteraceae,0.086592179,Ours,ExoTIC TCGA CRC (this study)
f__Sordariaceae,0.988826816,Ours,ExoTIC TCGA CRC (this study)
f__Sphaerobacteraceae,0.047486034,Ours,ExoTIC TCGA CRC (this study)
f__Sphingobacteriaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Sphingomonadaceae,0.955307263,Ours,ExoTIC TCGA CRC (this study)
f__Spirochaetaceae,0.759776536,Ours,ExoTIC TCGA CRC (this study)
f__Spiroplasmataceae,0.88547486,Ours,ExoTIC TCGA CRC (this study)
f__Spongiibacteraceae,0.05027933,Ours,ExoTIC TCGA CRC (this study)
f__Sporolactobacillaceae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
f__Sporomusaceae,0.111731844,Ours,ExoTIC TCGA CRC (this study)
f__Staphylococcaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Sterolibacteriaceae,0.209497207,Ours,ExoTIC TCGA CRC (this study)
f__Streptococcaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Streptomycetaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Streptosporangiaceae,0.332402235,Ours,ExoTIC TCGA CRC (this study)
f__Sulfolobaceae,0.407821229,Ours,ExoTIC TCGA CRC (this study)
f__Sutterellaceae,0.153631285,Ours,ExoTIC TCGA CRC (this study)
f__Symbiobacteriaceae,0.893854749,Ours,ExoTIC TCGA CRC (this study)
f__Synechococcaceae,0.921787709,Ours,ExoTIC TCGA CRC (this study)
f__Synergistaceae,0.251396648,Ours,ExoTIC TCGA CRC (this study)
f__Syntrophaceae,0.153631285,Ours,ExoTIC TCGA CRC (this study)
f__Syntrophobacteraceae,0.145251397,Ours,ExoTIC TCGA CRC (this study)
f__Syntrophomonadaceae,0.111731844,Ours,ExoTIC TCGA CRC (this study)
f__Tannerellaceae,0.282122905,Ours,ExoTIC TCGA CRC (this study)
f__Tectiviridae,0,Ours,ExoTIC TCGA CRC (this study)
f__Thalassiosiraceae,0.997206704,Ours,ExoTIC TCGA CRC (this study)
f__Theileriidae,0.991620112,Ours,ExoTIC TCGA CRC (this study)
f__Thermaceae,0.840782123,Ours,ExoTIC TCGA CRC (this study)
f__Thermoactinomycetaceae,0.363128492,Ours,ExoTIC TCGA CRC (this study)
f__Thermoanaerobacteraceae,0.636871508,Ours,ExoTIC TCGA CRC (this study)
f__Thermoanaerobacterales,0.606145251,Ours,ExoTIC TCGA CRC (this study)
f__Thermococcaceae,0.51396648,Ours,ExoTIC TCGA CRC (this study)
f__Thermodesulfobacteriaceae,0.24301676,Ours,ExoTIC TCGA CRC (this study)
f__Thermodesulfobiaceae,0.030726257,Ours,ExoTIC TCGA CRC (this study)
f__Thermofilaceae,0.120111732,Ours,ExoTIC TCGA CRC (this study)
f__Thermomicrobiaceae,0.036312849,Ours,ExoTIC TCGA CRC (this study)
f__Thermomonosporaceae,0.625698324,Ours,ExoTIC TCGA CRC (this study)
f__Thermoplasmataceae,0.061452514,Ours,ExoTIC TCGA CRC (this study)
f__Thermoproteaceae,0.765363128,Ours,ExoTIC TCGA CRC (this study)
f__Thermotogaceae,0.069832402,Ours,ExoTIC TCGA CRC (this study)
f__Thioalkalibacteraceae,0.036312849,Ours,ExoTIC TCGA CRC (this study)
f__Thioalkalispiraceae,0.754189944,Ours,ExoTIC TCGA CRC (this study)
f__Thiobacillaceae,0.089385475,Ours,ExoTIC TCGA CRC (this study)
f__Thiotrichaceae,0.058659218,Ours,ExoTIC TCGA CRC (this study)
f__Tissierellaceae,0.075418994,Ours,ExoTIC TCGA CRC (this study)
f__Tombusviridae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
f__Tospoviridae,0.016759777,Ours,ExoTIC TCGA CRC (this study)
f__Trichomonascaceae,0.983240223,Ours,ExoTIC TCGA CRC (this study)
f__Trueperaceae,0.094972067,Ours,ExoTIC TCGA CRC (this study)
f__Trypanosomatidae,1,Ours,ExoTIC TCGA CRC (this study)
f__Tsukamurellaceae,0.173184358,Ours,ExoTIC TCGA CRC (this study)
f__Unikaryonidae,0.997206704,Ours,ExoTIC TCGA CRC (this study)
f__Ustilaginaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Vallitaleaceae,0.215083799,Ours,ExoTIC TCGA CRC (this study)
f__Veillonellaceae,0.365921788,Ours,ExoTIC TCGA CRC (this study)
f__Vibrionaceae,0.916201117,Ours,ExoTIC TCGA CRC (this study)
f__Virgaviridae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
f__Vitaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Vulgatibacteraceae,0.209497207,Ours,ExoTIC TCGA CRC (this study)
f__Waddliaceae,0.01396648,Ours,ExoTIC TCGA CRC (this study)
f__Wenzhouxiangellaceae,0.039106145,Ours,ExoTIC TCGA CRC (this study)
f__Woeseiaceae,0.022346369,Ours,ExoTIC TCGA CRC (this study)
f__Xanthobacteraceae,0.874301676,Ours,ExoTIC TCGA CRC (this study)
f__Xanthomonadaceae,1,Ours,ExoTIC TCGA CRC (this study)
f__Xinmoviridae,0.005586592,Ours,ExoTIC TCGA CRC (this study)
f__Yersiniaceae,0.94972067,Ours,ExoTIC TCGA CRC (this study)
f__Zoogloeaceae,0.541899441,Ours,ExoTIC TCGA CRC (this study)
g__Abidjanvirus,0,Ours,ExoTIC TCGA CRC (this study)
g__Acaryochloris,0.025139665,Ours,ExoTIC TCGA CRC (this study)
g__Acetoanaerobium,0.167597765,Ours,ExoTIC TCGA CRC (this study)
g__Acetobacter,1,Ours,ExoTIC TCGA CRC (this study)
g__Acetohalobium,0.053072626,Ours,ExoTIC TCGA CRC (this study)
g__Acetomicrobium,0.033519553,Ours,ExoTIC TCGA CRC (this study)
g__Acholeplasma,0.382681564,Ours,ExoTIC TCGA CRC (this study)
g__Achromobacter,0.726256983,Ours,ExoTIC TCGA CRC (this study)
g__Acidaminococcus,0.5,Ours,ExoTIC TCGA CRC (this study)
g__Acidianus,0.231843575,Ours,ExoTIC TCGA CRC (this study)
g__Acidibrevibacterium,0.089385475,Ours,ExoTIC TCGA CRC (this study)
g__Acidiferrobacter,0.030726257,Ours,ExoTIC TCGA CRC (this study)
g__Acidihalobacter,0.061452514,Ours,ExoTIC TCGA CRC (this study)
g__Acidilobus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
g__Acidimicrobium,0.039106145,Ours,ExoTIC TCGA CRC (this study)
g__Acidipropionibacterium,0.195530726,Ours,ExoTIC TCGA CRC (this study)
g__Acidisarcina,0.081005587,Ours,ExoTIC TCGA CRC (this study)
g__Acidithiobacillus,0.5,Ours,ExoTIC TCGA CRC (this study)
g__Acidobacterium,0.036312849,Ours,ExoTIC TCGA CRC (this study)
g__Acidothermus,0.025139665,Ours,ExoTIC TCGA CRC (this study)
g__Aciduliprofundum,0.027932961,Ours,ExoTIC TCGA CRC (this study)
g__Acinetobacter,1,Ours,ExoTIC TCGA CRC (this study)
g__Actinoalloteichus,0.773743017,Ours,ExoTIC TCGA CRC (this study)
g__Actinobacillus,0.120111732,Ours,ExoTIC TCGA CRC (this study)
g__Actinobaculum,0.011173184,Ours,ExoTIC TCGA CRC (this study)
g__Actinomadura,0.611731844,Ours,ExoTIC TCGA CRC (this study)
g__Actinomyces,0.631284916,Ours,ExoTIC TCGA CRC (this study)
g__Actinoplanes,0.815642458,Ours,ExoTIC TCGA CRC (this study)
g__Actinopolymorpha,0.136871508,Ours,ExoTIC TCGA CRC (this study)
g__Actinopolyspora,0.226256983,Ours,ExoTIC TCGA CRC (this study)
g__Actinosynnema,0.720670391,Ours,ExoTIC TCGA CRC (this study)
g__Actinotignum,0.027932961,Ours,ExoTIC TCGA CRC (this study)
g__Adlercreutzia,0.25698324,Ours,ExoTIC TCGA CRC (this study)
g__Advenella,0.072625698,Ours,ExoTIC TCGA CRC (this study)
g__Aeribacillus,0.067039106,Ours,ExoTIC TCGA CRC (this study)
g__Aerococcus,0.12849162,Ours,ExoTIC TCGA CRC (this study)
g__Aeromonas,0.840782123,Ours,ExoTIC TCGA CRC (this study)
g__Aeropyrum,0.011173184,Ours,ExoTIC TCGA CRC (this study)
g__Afipia,0.086592179,Ours,ExoTIC TCGA CRC (this study)
g__Agarilytica,0.019553073,Ours,ExoTIC TCGA CRC (this study)
g__Agarivorans,0.016759777,Ours,ExoTIC TCGA CRC (this study)
g__Agatevirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
g__Aggregatibacter,0.156424581,Ours,ExoTIC TCGA CRC (this study)
g__Agrobacterium,1,Ours,ExoTIC TCGA CRC (this study)
g__Agrococcus,0.139664804,Ours,ExoTIC TCGA CRC (this study)
g__Agromyces,0.55027933,Ours,ExoTIC TCGA CRC (this study)
g__Ahduovirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
g__Ahniella,0.075418994,Ours,ExoTIC TCGA CRC (this study)
g__Akkermansia,0.360335196,Ours,ExoTIC TCGA CRC (this study)
g__Alcaligenes,0.734636872,Ours,ExoTIC TCGA CRC (this study)
g__Algibacter,0.396648045,Ours,ExoTIC TCGA CRC (this study)
g__Algoriphagus,0.075418994,Ours,ExoTIC TCGA CRC (this study)
g__Alicycliphilus,0.310055866,Ours,ExoTIC TCGA CRC (this study)
g__Alicyclobacillus,0.075418994,Ours,ExoTIC TCGA CRC (this study)
g__Aliiarcobacter,0.036312849,Ours,ExoTIC TCGA CRC (this study)
g__Alistipes,0.502793296,Ours,ExoTIC TCGA CRC (this study)
g__Alkalilimnicola,0.019553073,Ours,ExoTIC TCGA CRC (this study)
g__Allexivirus,0,Ours,ExoTIC TCGA CRC (this study)
g__Alloactinosynnema,0.67877095,Ours,ExoTIC TCGA CRC (this study)
g__Allochromatium,0.081005587,Ours,ExoTIC TCGA CRC (this study)
g__Allofrancisella,0.022346369,Ours,ExoTIC TCGA CRC (this study)
g__Allokutzneria,0.12849162,Ours,ExoTIC TCGA CRC (this study)
g__Alloprevotella,0.111731844,Ours,ExoTIC TCGA CRC (this study)
g__Allopseudarcicella,0.075418994,Ours,ExoTIC TCGA CRC (this study)
g__Alphabaculovirus,0.212290503,Ours,ExoTIC TCGA CRC (this study)
g__Alphaendornavirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
g__Alphanudivirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
g__Alphapapillomavirus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
g__Alphapolyomavirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
g__Alpharetrovirus,0.74301676,Ours,ExoTIC TCGA CRC (this study)
g__Alphatectivirus,0,Ours,ExoTIC TCGA CRC (this study)
g__Alphatrevirus,0.053072626,Ours,ExoTIC TCGA CRC (this study)
g__Altererythrobacter,0.268156425,Ours,ExoTIC TCGA CRC (this study)
g__Aminipila,0.069832402,Ours,ExoTIC TCGA CRC (this study)
g__Aminobacter,0.106145251,Ours,ExoTIC TCGA CRC (this study)
g__Aminobacterium,0.055865922,Ours,ExoTIC TCGA CRC (this study)
g__Aminomonas,0.067039106,Ours,ExoTIC TCGA CRC (this study)
g__Ammonifex,0.081005587,Ours,ExoTIC TCGA CRC (this study)
g__Amphibacillus,0.016759777,Ours,ExoTIC TCGA CRC (this study)
g__Amycolatopsis,0.377094972,Ours,ExoTIC TCGA CRC (this study)
g__Anabaenopsis,0.078212291,Ours,ExoTIC TCGA CRC (this study)
g__Anaerobutyricum,0.237430168,Ours,ExoTIC TCGA CRC (this study)
g__Anaerococcus,0.494413408,Ours,ExoTIC TCGA CRC (this study)
g__Anaerolinea,0.047486034,Ours,ExoTIC TCGA CRC (this study)
g__Anaerostipes,0.857541899,Ours,ExoTIC TCGA CRC (this study)
g__Anaerotignum,0.212290503,Ours,ExoTIC TCGA CRC (this study)
g__Ananas,1,Ours,ExoTIC TCGA CRC (this study)
g__Anaplasma,0.005586592,Ours,ExoTIC TCGA CRC (this study)
g__Ancylobacter,0.089385475,Ours,ExoTIC TCGA CRC (this study)
g__Andromedavirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
g__Aneurinibacillus,0.175977654,Ours,ExoTIC TCGA CRC (this study)
g__Anoxybacillus,0.301675978,Ours,ExoTIC TCGA CRC (this study)
g__Anoxybacter,0.030726257,Ours,ExoTIC TCGA CRC (this study)
g__Anphevirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
g__Anseongella,0.083798883,Ours,ExoTIC TCGA CRC (this study)
g__Antarcticibacterium,0.955307263,Ours,ExoTIC TCGA CRC (this study)
g__Antarctobacter,0.432960894,Ours,ExoTIC TCGA CRC (this study)
g__Apibacter,0.055865922,Ours,ExoTIC TCGA CRC (this study)
g__Aquaspirillum,0.027932961,Ours,ExoTIC TCGA CRC (this study)
g__Aquicella,0.100558659,Ours,ExoTIC TCGA CRC (this study)
g__Aquifex,0.642458101,Ours,ExoTIC TCGA CRC (this study)
g__Aquiflexum,0.726256983,Ours,ExoTIC TCGA CRC (this study)
g__Aquimarina,0.606145251,Ours,ExoTIC TCGA CRC (this study)
g__Aquisphaera,0.162011173,Ours,ExoTIC TCGA CRC (this study)
g__Aquitalea,0.354748603,Ours,ExoTIC TCGA CRC (this study)
g__Arabia,0.022346369,Ours,ExoTIC TCGA CRC (this study)
g__Arabidopsis,1,Ours,ExoTIC TCGA CRC (this study)
g__Arachidicoccus,0.349162011,Ours,ExoTIC TCGA CRC (this study)
g__Arachis,1,Ours,ExoTIC TCGA CRC (this study)
g__Arcanobacterium,0.139664804,Ours,ExoTIC TCGA CRC (this study)
g__Archaeoglobus,0.036312849,Ours,ExoTIC TCGA CRC (this study)
g__Archangium,0.301675978,Ours,ExoTIC TCGA CRC (this study)
g__Arcobacter,0.636871508,Ours,ExoTIC TCGA CRC (this study)
g__Arcticibacterium,0.033519553,Ours,ExoTIC TCGA CRC (this study)
g__Arenibacter,0.089385475,Ours,ExoTIC TCGA CRC (this study)
g__Arenimonas,0.055865922,Ours,ExoTIC TCGA CRC (this study)
g__Aromatoleum,0.039106145,Ours,ExoTIC TCGA CRC (this study)
g__Arsenicicoccus,0.055865922,Ours,ExoTIC TCGA CRC (this study)
g__Arsenophonus,0.100558659,Ours,ExoTIC TCGA CRC (this study)
g__Asaia,0.025139665,Ours,ExoTIC TCGA CRC (this study)
g__Ascovirus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
g__Asfivirus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
g__Asparagus,1,Ours,ExoTIC TCGA CRC (this study)
g__Aspergillus,1,Ours,ExoTIC TCGA CRC (this study)
g__Asteriusvirus,0,Ours,ExoTIC TCGA CRC (this study)
g__Atadenovirus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
g__Atlantibacter,0.019553073,Ours,ExoTIC TCGA CRC (this study)
g__Atopobium,0.06424581,Ours,ExoTIC TCGA CRC (this study)
g__Aurantimicrobium,0.061452514,Ours,ExoTIC TCGA CRC (this study)
g__Auraticoccus,0.148044693,Ours,ExoTIC TCGA CRC (this study)
g__Aureimonas,0.081005587,Ours,ExoTIC TCGA CRC (this study)
g__Aureitalea,0.586592179,Ours,ExoTIC TCGA CRC (this study)
g__Auricoccus,0.058659218,Ours,ExoTIC TCGA CRC (this study)
g__Auritidibacter,0.041899441,Ours,ExoTIC TCGA CRC (this study)
g__Aurivirus,0,Ours,ExoTIC TCGA CRC (this study)
g__Austwickia,0.044692737,Ours,ExoTIC TCGA CRC (this study)
g__Aviadenovirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
g__Avipoxvirus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
g__Avunavirus,0,Ours,ExoTIC TCGA CRC (this study)
g__Azorhizobium,0.078212291,Ours,ExoTIC TCGA CRC (this study)
g__Azotobacter,0.097765363,Ours,ExoTIC TCGA CRC (this study)
g__Babesia,1,Ours,ExoTIC TCGA CRC (this study)
g__Bacillus,1,Ours,ExoTIC TCGA CRC (this study)
g__Bacterioplanes,0.030726257,Ours,ExoTIC TCGA CRC (this study)
g__Bacteriovorax,0.058659218,Ours,ExoTIC TCGA CRC (this study)
g__Bacteroides,0.891061453,Ours,ExoTIC TCGA CRC (this study)
g__Baekduia,0.117318436,Ours,ExoTIC TCGA CRC (this study)
