"","Overall"
"s__Mycolicibacterium.moriokaense",0
"s__Mycolicibacterium.nivoides",0
"s__Mycolicibacterium.poriferae",0
"s__Mycolicibacterium.psychrotolerans",0
"s__Mycolicibacterium.pulveris",0
"s__Mycolicibacterium.rhodesiae",0
"s__Mycolicibacterium.sarraceniae",0
"s__Mycolicibacterium.septicum",0
"s__Mycolicibacterium.sp..CBMA.213",0
"s__Mycolicibacterium.sp..LJ126",0
"s__Mycolicibacterium.vaccae",0
"s__Mycolicibacterium.vanbaalenii",0
"s__Mycoplasma.alkalescens",0
"s__Mycoplasma.anseris",0
"s__Mycoplasma.anserisalpingitidis",0
"s__Mycoplasma.arthritidis",0
"s__Mycoplasma.bovoculi",0
"s__Mycoplasma.canadense",0
"s__Mycoplasma.capricolum",0
"s__Mycoplasma.cloacale",0
"s__Mycoplasma.conjunctivae",0
"s__Mycoplasma.crocodyli",0
"s__Mycoplasma.dispar",0
"s__Mycoplasma.gallisepticum",0
"s__Mycoplasma.genitalium",0
"s__Mycoplasma.hominis",0
"s__Mycoplasma.hyopneumoniae",0
"s__Mycoplasma.hyorhinis",0
"s__Mycoplasma.hyosynoviae",0
"s__Mycoplasma.leachii",0
"s__Mycoplasma.mycoides",0
"s__Mycoplasma.nasistruthionis",0
"s__Mycoplasma.neurolyticum",0
"s__Mycoplasma.orale",0
"s__Mycoplasma.phocicerebrale",0
"s__Mycoplasma.pneumoniae",0
"s__Mycoplasma.putrefaciens",0
"s__Mycoplasma.sp...ex.Biomphalaria.glabrata.",0
"s__Mycoplasma.sp..Mirounga.ES2806.NAS",0
"s__Mycoplasma.sp..Ms02",0
"s__Mycoplasma.sp..OR1901",0
"s__Mycoplasma.sp..Pen4",0
"s__Mycoplasma.sp..Phocoena.C.264.GEN",0
"s__Mycoplasma.sp..Zaradi2",0
"s__Mycoplasma.struthionis",0
"s__Mycoplasma.suis",0
"s__Mycoplasma.tullyi",0
"s__Mycoplasma.yeatsii",0
"s__Mycoplasmopsis.anatis",0
"s__Mycoplasmopsis.arginini",0
"s__Mycoplasmopsis.bovigenitalium",0
"s__Mycoplasmopsis.bovirhinis",0
"s__Mycoplasmopsis.californica",0
"s__Mycoplasmopsis.canis",0
"s__Mycoplasmopsis.citelli",0
"s__Mycoplasmopsis.columbina",0
"s__Mycoplasmopsis.columbinasalis",0
"s__Mycoplasmopsis.columboralis",0
"s__Mycoplasmopsis.cynos",0
"s__Mycoplasmopsis.edwardii",0
"s__Mycoplasmopsis.gallinacea",0
"s__Mycoplasmopsis.gallopavonis",0
"s__Mycoplasmopsis.glycophila",0
"s__Mycoplasmopsis.maculosa",0
"s__Mycoplasmopsis.phocirhinis",0
"s__Mycoplasmopsis.pullorum",0
"s__Mycoplasmopsis.pulmonis",0
"s__Mycoplasmopsis.synoviae",0
"s__Myoviridae.sp.",0
"s__Myroides.fluvii",0
"s__Myroides.odoratimimus",0
"s__Myroides.odoratus",0
"s__Myroides.phaeus",0
"s__Myroides.profundi",0.444790707753887
"s__Myroides.sp..A21",0
"s__Myroides.sp..ZB35",0
"s__Myxococcus.sp..SCHIC003",0
"s__Myxococcus.stipitatus",0
"s__Nakamurella.sp..s14.144",0
"s__Natrarchaeobaculum.aegyptiacum",0.276238158037243
"s__Natrarchaeobaculum.sulfurireducens",0
"s__Natrinema.pallidum",0
"s__Natrinema.pellirubrum",0
"s__Natrinema.sp..J7.2",0
"s__Natrinema.sp..YPL30",0
"s__Natrinema.versiforme",0
"s__Natronobacterium.gregoryi",0
"s__Natronococcus.occultus",0
"s__Natronoglycomyces.albus",0.714208139665772
"s__Natronomonas.moolapensis",0
"s__Natronomonas.pharaonis",0
"s__Natronomonas.salina",0
"s__Natronorubrum.aibiense",0
"s__Naumovozyma.castellii",0
"s__Naumovozyma.dairenensis",0.632205682394988
"s__Nautilia.profundicola",0
"s__Nautilia.sp..PV.1",0
"s__Ndongobacter.massiliensis",0
"s__Neisseria.animalis",0
"s__Neisseria.animaloris",0
"s__Neisseria.bacilliformis",0
"s__Neisseria.canis",0
"s__Neisseria.cinerea",0
"s__Neisseria.dentiae",0
"s__Neisseria.polysaccharea",0
"s__Neisseria.shayeganii",0
"s__Neisseria.sicca",0
"s__Neisseria.sp..10022",0
"s__Neisseria.sp..oral.taxon.014",0
"s__Neisseria.sp..ZJ785",0
"s__Neisseria.zoodegmatis",0
"s__Neoasaia.chiangmaiensis",0
"s__Neobacillus.cucumis",0
"s__Neobacillus.thermocopriae",0
"s__Neochlamydia.sp..S13",0
"s__Neokomagataea.tanensis",0
"s__Neorhizobium.galegae",0
"s__Neorickettsia.helminthoeca",0
"s__Neospora.caninum",1.54839016659237
"s__Neptunomonas.concharum",0
"s__Neptunomonas.japonica",0
"s__Neurospora.crassa",0.963435726851081
"s__Niabella.soli",0
"s__Nibribacter.ruber",0
"s__Nibricoccus.aquaticus",0
"s__Nissabacter.sp..SGAir0207",0
"s__Nitratifractor.salsuginis",0
"s__Nitratireductor.sp..OM.1",0
"s__Nitratiruptor.sp..SB155.2",0
"s__Nitratiruptor.sp..YY09.18",0
"s__Nitrincola.sp..KXZD1103",0
"s__Nitrobacter.hamburgensis",0
"s__Nitrobacter.winogradskyi",0
"s__Nitrosococcus.halophilus",0
"s__Nitrosococcus.oceani",0
"s__Nitrosococcus.wardiae",0
"s__Nitrosococcus.watsonii",0
"s__Nitrosophilus.labii",0
"s__Nitrosopumilus.adriaticus",0
"s__Nitrosopumilus.cobalaminigenes",0
"s__Nitrosopumilus.oxyclinae",0
"s__Nitrosopumilus.piranensis",0
"s__Nitrosopumilus.sp..K4",0
"s__Nitrosopumilus.ureiphilus",0
"s__Nitrosospira.briensis",0
"s__Nitrosospira.lacus",0
"s__Nitrosospira.multiformis",0
"s__Nitrosospira.sp..NRS527",0
"s__Nitrospira.moscoviensis",0
"s__Nitrospira.sp..KM1",0
"s__Nocardia.asteroides",0
"s__Nocardia.cyriacigeorgica",0
"s__Nocardia.nova",0
"s__Nocardia.wallacei",0
"s__Nocardia.yunnanensis",0
"s__Nocardioides.aquaticus",0.531667331444445
"s__Nocardioides.aromaticivorans",0
"s__Nocardioides.baekrokdamisoli",0.0515182260752894
"s__Nocardioides.daphniae",0
"s__Nocardioides.houyundeii",0
"s__Nocardioides.humi",0
"s__Nocardioides.sp..603",0
"s__Nocardioides.sp..dk3136",0
"s__Nocardioides.sp..dk884",0
"s__Nocardioides.sp..HY056",0
"s__Nocardioides.sp..JS614",0
"s__Nocardioides.sp..LMS.CY",0
"s__Nocardioides.sp..ZJ1313",0
"s__Nocardiopsis.gilva",0
"s__Nocardiopsis.sp..MT53",0
"s__Nonlabens.marinus",0
"s__Nonlabens.ponticola",0
"s__Nonlabens.sp..Ci31",0
"s__Nonlabens.sp..Hel1_33_55",0
"s__Nonlabens.sp..MIC269",0
"s__Nonlabens.spongiae",0
"s__Nonlabens.tegetincola",0
"s__Nonlabens.virus.P12024L",0
"s__Nonomuraea.nitratireducens",0.428623764766373
"s__Nonomuraea.sp..ATCC.55076",5.20169709536168
"s__Nordella.sp..HKS.07",0
"s__Nostoc.carneum",0
"s__Nostoc.flagelliforme",0
"s__Nostoc.piscinale",0
"s__Nostoc.punctiforme",0
"s__Nostoc.sp...Lobaria.pulmonaria..5183..cyanobiont.",0
"s__Nostoc.sp...Peltigera.membranacea.cyanobiont..N6",0
"s__Nostoc.sp..ATCC.53789",0
"s__Nostoc.sp..C052",0
"s__Nostoc.sp..C057",0
"s__Nostoc.sp..CENA543",0
"s__Nostoc.sp..NIES.2111",0
"s__Nostoc.sp..NIES.4103",0
"s__Nostoc.sp..PCC.7107",0
"s__Nostoc.sp..TCL240.02",0
"s__Obesumbacterium.proteus",2.2620397438388
"s__Oceanicola.sp..D3",0
"s__Oceanimonas.sp..GK1",0
"s__Oceanisphaera.avium",0
"s__Oceanobacillus.iheyensis",0
"s__Oceanobacillus.kimchii",0
"s__Oceanobacillus.zhaokaii",0
"s__Ochrobactrum.sp..EEELCW01",0
"s__Ochrobactrum.sp..LM19",0
"s__Ochrobactrum.sp..MT180101",0
"s__Octadecabacter.antarcticus",0
"s__Octadecabacter.sp..SW4",0
"s__Odoribacter.splanchnicus",0.452757006761713
"s__Oecophyllibacter.saccharovorans",0
"s__Ogataea.parapolymorpha",10.7449891551068
"s__Oleiharenicola.sp..KSB.15",0.453565054645516
"s__Oleiphilus.messinensis",0
"s__Oligella.ureolytica",0
"s__Olleya.aquimaris",0
"s__Olleya.sp..HaHaR_3_96",0
"s__Olsenella.sp..LZLJ.2",0
"s__Olsenella.sp..oral.taxon.807",0
"s__Only.Syngen.Nebraska.virus.5",0
"s__Orbus.sp..IPMB12",0
"s__Orientia.tsutsugamushi",0
"s__Ornithinimicrobium.pratense",0
"s__Ornithinimicrobium.sp..HY006",0
"s__Orpheovirus.IHUMI.LCC2",0
"s__Oscillibacter.sp..MM35",0
"s__Oscillibacter.sp..MM50",0
"s__Oscillibacter.sp..MM59",0
"s__Oscillibacter.sp..NSJ.62",0
"s__Oscillibacter.sp..PEA192",0
"s__Oscillibacter.valericigenes",0
"s__Otariodibacter.oris",0
"s__Ottowia.oryzae",0
"s__Ottowia.sp..oral.taxon.894",1.06057519578915
"s__Oxalobacter.formigenes",0
"s__Oxbow.orthohantavirus",0
"s__Pacificitalea.manganoxidans",0
"s__Paenarthrobacter.aurescens",0
"s__Paenarthrobacter.sp..YJN.5",0
"s__Paenarthrobacter.sp..YJN.D",1.02039480564897
"s__Paenarthrobacter.ureafaciens",0
"s__Paeniclostridium.sordellii",0
"s__Paeniglutamicibacter.sp..Y32M11",0
"s__Pajaroellobacter.abortibovis",0
"s__Palaeococcus.pacificus",0
"s__Paludibacter.propionicigenes",3.07323658878254
"s__Paludibaculum.fermentans",0
"s__Paludisphaera.borealis",0
"s__Panacibacter.ginsenosidivorans",0
"s__Pandoraea.apista",0
"s__Pandoraea.faecigallinarum",0
"s__Pandoraea.fibrosis",0
"s__Pandoraea.oxalativorans",5.78877040640943
"s__Pandoraea.pulmonicola",0
"s__Pandoraea.sp..XY.2",0
"s__Pandoraea.sputorum",0
"s__Pandoraea.vervacti",0
"s__Pandoravirus.dulcis",0
"s__Pandoravirus.quercus",0
"s__Pantoea.ananatis",1.79240675418029
"s__Pantoea.cypripedii",0
"s__Pantoea.dispersa",0
"s__Pantoea.eucalypti",0
"s__Pantoea.rwandensis",0
"s__Pantoea.sp..201603H",0
"s__Pantoea.sp..CCBC3.3.1",0
"s__Pantoea.sp..MSR2",0
"s__Pantoea.sp..MT58",0
"s__Pantoea.sp..SM3640",0
"s__Pantoea.sp..SO10",0
"s__Pantoea.stewartii",0
"s__Pantoea.vagans",0
"s__Papaya.ringspot.virus",0
"s__Parabacteroides.distasonis",0
"s__Parabacteroides.goldsteinii",0
"s__Parabacteroides.merdae",1.53042195667826
"s__Parabacteroides.sp..CT06",0
"s__Parachlamydia.acanthamoebae",0
"s__Paradevosia.shaoguanensis",0
"s__Paraflavitalea.soli",0
"s__Parageobacillus.thermoglucosidasius",0
"s__Parageobacillus.toebii",0
"s__Paramecium.bursaria.Chlorella.virus.A1",0
"s__Paramecium.bursaria.Chlorella.virus.NY2A",0
"s__Paramecium.tetraurelia",0
"s__Paraoceanicella.profunda",0
"s__Paraphotobacterium.marinum",0
"s__Paraprevotella.xylaniphila",0
"s__Pararhodospirillum.photometricum",0
"s__Parascardovia.denticolens",0
"s__Parashewanella.spongiae",0
"s__Parashewanella.tropica",0
"s__Parasphingopyxis.algicola",0
"s__Parasphingorhabdus.halotolerans",0
"s__Parasphingorhabdus.sp..JHSY0214",0
"s__Paraurantiacibacter.namhicola",0
"s__Parolsenella.catena",0
"s__Parvimonas.micra",0
"s__Pasteurella.atlantica",0
"s__Pasteurella.skyensis",0
"s__Pasteurella.sp..XG20",0
"s__Paucilactobacillus.hokkaidonensis",0
"s__Paulownia.witches..broom.phytoplasma",0
"s__Pea.streak.virus",0
"s__Peanut.stunt.virus",0
"s__Pectinobacterium.virus.CBB",0
"s__Pediococcus.acidilactici",0
"s__Pediococcus.claussenii",0
"s__Pediococcus.damnosus",0
"s__Pediococcus.inopinatus",0
"s__Pediococcus.pentosaceus",0
"s__Pedococcus.dokdonensis",0
"s__Pegivirus.C",0
"s__Pelagerythrobacter.marensis",0
"s__Pelistega.ratti",0
"s__Pelodictyon.luteolum",0
"s__Pelolinea.submarina",0
"s__Pepper.mild.mottle.virus",0
"s__Peptacetobacter.hiranonis",0.104076613577418
"s__Peptoniphilus.harei",1.13857108964265
"s__Peribacillus.asahii",0
"s__Peribacillus.muralis",0
"s__Permianibacter.aggregans",0
"s__Persea.americana.chrysovirus",0
"s__Persephonella.marina",0
"s__Petrimonas.mucosa",0
"s__Petrocella.atlantisensis",0
"s__Phaeocystis.globosa.virus",0
"s__Phaseolus.vulgaris.alphaendornavirus.1",0
"s__Phaseolus.vulgaris.alphaendornavirus.2",0
"s__Phenylobacterium.parvum",0
"s__Phnomibacter.ginsenosidimutans",1.87430976339775
"s__Phocaeicola.vulgatus",6.52299835013025
"s__Phoenicibacter.congonensis",0
"s__Phreatobacter.cathodiphilus",0.560448686610983
"s__Phreatobacter.sp..NMCR1094",0
"s__Phreatobacter.stygius",0
"s__Phycicoccus.endophyticus",0
"s__Physalis.rugose.mosaic.virus",0
"s__Phytobacter.diazotrophicus",0
"s__Phytobacter.sp..SCO41",0
"s__Pichia.kudriavzevii",2.55358465700947
"s__Picrophilus.torridus",0
"s__Pistricoccus.aurantiacus",0
"s__Planctomyces.sp..SH.PL14",0
"s__Planctopirus.limnophila",0
"s__Planktomarina.temperata",0
"s__Planococcus.antarcticus",0
"s__Planococcus.donghaensis",0
"s__Planococcus.faecalis",0
"s__Planococcus.halocryophilus",0
"s__Planococcus.kocurii",0
"s__Planococcus.lenghuensis",0
"s__Planococcus.maritimus",0
"s__Planococcus.massiliensis",0
"s__Planococcus.rifietoensis",0
"s__Planococcus.sp..MB.3u.03",0
"s__Planococcus.versutus",0
"s__Planomicrobium.glaciei",0
"s__Plantactinospora.sp..BB1",0
"s__Plantactinospora.sp..BC1",0
"s__Plantactinospora.sp..KBS50",0.0117168252524546
"s__Plantibacter.flavus",0
"s__Plantibacter.sp..M259",0
"s__Plantibacter.sp..PA.3.X8",0
"s__Plasmid.pWW100",0
"s__Plasmodium.chabaudi",2.90767088928956
"s__Plasmodium.coatneyi",1.04004735799768
"s__Plasmodium.falciparum",0.103200525368567
"s__Plasmodium.gaboni",0.972558546901841
"s__Plasmodium.knowlesi",0
"s__Plasmodium.malariae",0.855146641447381
"s__Plasmodium.reichenowi",0
"s__Plasmodium.relictum",9.18920892729591
"s__Plasmodium.sp..gorilla.clade.G2",12.5796294600578
"s__Plasmodium.vinckei",2.10049072949819
"s__Plasmodium.vivax",13.3043683905268
"s__Plasmodium.yoelii",2.13561353362138
"s__Plesiomonas.shigelloides",0
"s__Pochonia.chlamydosporia",4.38554254981585
"s__Polycladomyces.abyssicola",0
"s__Polymorphobacter.sp..PAMC.29334",1.86088153248115
"s__Polymorphospora.rubra",0
"s__Polynucleobacter.acidiphobus",0
"s__Polynucleobacter.asymbioticus",0
"s__Polynucleobacter.duraquae",0
"s__Polynucleobacter.necessarius",0
"s__Polynucleobacter.paneuropaeus",0
"s__Polynucleobacter.sp..AM.7D1",0
"s__Polynucleobacter.sp..AP.Ainpum.60.G11",0
"s__Polynucleobacter.sp..AP.Elch.400A.B2",0
"s__Polynucleobacter.sp..AP.Jannik.300A.C4",0
"s__Polynucleobacter.sp..AP.Kolm.20A.A1",0
"s__Polynucleobacter.sp..AP.Melu.1000.A1",0
"s__Polynucleobacter.sp..AP.Nino.20.G2",0
"s__Polynucleobacter.sp..AP.Titi.500A.B4",0
"s__Polynucleobacter.sp..es.EL.1",0
"s__Polynucleobacter.sp..es.MAR.2",0
"s__Polynucleobacter.sp..JS.JIR.5.A7",0
"s__Polynucleobacter.sp..JS.JIR.II.50",0
"s__Polynucleobacter.sp..JS.JIR.II.b4",0
"s__Polynucleobacter.sp..JS.Mosq.20.D10",0
"s__Polynucleobacter.sp..LimPoW16",0
"s__Polynucleobacter.sp..MG.5.Ahmo.C2",0
"s__Polynucleobacter.sp..MG.9.Vaara.E2",0
"s__Polynucleobacter.sp..MG.Unter2.18",0
"s__Polynucleobacter.sp..MWH.Aus1W21",0
"s__Polynucleobacter.sp..MWH.Braz.FAM2G",0
"s__Polynucleobacter.sp..MWH.CaK5",0
"s__Polynucleobacter.sp..MWH.P3.07.1",0
"s__Polynucleobacter.sp..MWH.S4W17",0
"s__Polynucleobacter.sp..MWH.Svant.W18",0
"s__Polynucleobacter.sp..MWH.UH21B",0
"s__Polynucleobacter.sp..MWH.UH25E",0
"s__Polynucleobacter.sp..MWH.UH2A",0
"s__Polynucleobacter.sp..MWH.UH35A",0
"s__Polynucleobacter.sp..TSB.Sco08W16",0
"s__Polynucleobacter.sp..UB.Raua.W9",0
"s__Polynucleobacter.sp..UB.Siik.W21",0
"s__Polynucleobacter.sp..VK25",0
"s__Polystyrenella.longa",0
"s__Pontibacter.actiniarum",0
"s__Pontibacter.pudoricolor",1.52987217727325
"s__Pontibacter.russatus",0
"s__Pontibacter.sp..SGAir0037",0
"s__Pontimonas.salivibrio",0
"s__Porcine.respirovirus.1",0
"s__Porcine.type.C.oncovirus",0
"s__Poriferisphaera.corsica",0
"s__Porphyrobacter.sp..CACIAM.03H1",0
"s__Porphyrobacter.sp..YT40",0
"s__Porphyromonas.asaccharolytica",0.910353448688587
"s__Porphyromonas.cangingivalis",3.51743623539634
"s__Porphyromonas.crevioricanis",0
"s__Porphyromonas.gingivalis",0
"s__Porphyromonas.sp..oral.taxon.275",0
"s__Poseidonibacter.lekithochrous",0
"s__Poseidonibacter.parvus",0
"s__Potato.virus.S",0
"s__Pradoshia.sp..D12",0
"s__Prauserella.marina",0
"s__Prevotella.copri",0
"s__Prevotella.dentalis",0
"s__Prevotella.intermedia",0.0110483675286563
"s__Prevotella.jejuni",0
"s__Prevotella.melaninogenica",1.9127746764829
"s__Prevotella.multiformis",0
"s__Prevotella.oris",0
"s__Prevotella.ruminicola",0
"s__Prevotella.sp..oral.taxon.299",0
"s__Prevotella.sp..oral.taxon.475",0
"s__Priestia.aryabhattai",0
"s__Prochlorococcus.marinus",0
"s__Prochlorococcus.phage.P.TIM68",0
"s__Prochlorococcus.sp..MIT.0604",0
"s__Prochlorococcus.sp..MIT.0801",0
"s__Propionibacterium.acidifaciens",0
"s__Propionibacterium.australiense",0
"s__Propionibacterium.freudenreichii",0
"s__Propionibacterium.phage.BruceLethal",0
"s__Propionibacterium.phage.Enoki",0
"s__Propionibacterium.phage.Moyashi",0
"s__Propionibacterium.phage.PA1.14",0
"s__Propionibacterium.phage.PAC1",0
"s__Propionibacterium.phage.PHL085N00",0
"s__Propionibacterium.phage.QueenBey",0
"s__Propionibacterium.virus.ATCC29399BC",0
"s__Propionibacterium.virus.ATCC29399BT",0
"s__Propionibacterium.virus.Attacne",0
"s__Propionibacterium.virus.Keiki",0
"s__Propionibacterium.virus.Kubed",0
"s__Propionibacterium.virus.Lauchelly",0
"s__Propionibacterium.virus.MrAK",0
"s__Propionibacterium.virus.Ouroboros",0
"s__Propionibacterium.virus.P1.1",0
"s__Propionibacterium.virus.P1001",0
"s__Propionibacterium.virus.P100A",0
"s__Propionibacterium.virus.P100D",0
"s__Propionibacterium.virus.P101A",0
"s__Propionibacterium.virus.P104A",0
"s__Propionibacterium.virus.P105",0
"s__Propionibacterium.virus.P144",0
"s__Propionibacterium.virus.P91",0
"s__Propionibacterium.virus.PA6",0
"s__Propionibacterium.virus.Pacnes201215",0
"s__Propionibacterium.virus.PAD20",0
"s__Propionibacterium.virus.PAS50",0
"s__Propionibacterium.virus.PHL009M11",0
"s__Propionibacterium.virus.PHL025M00",0
"s__Propionibacterium.virus.PHL041M10",0
"s__Propionibacterium.virus.PHL060L00",0
"s__Propionibacterium.virus.PHL070N00",0
"s__Propionibacterium.virus.PHL071N05",0
"s__Propionibacterium.virus.PHL092M00",0
"s__Propionibacterium.virus.PHL095N00",0
"s__Propionibacterium.virus.PHL111M01",0
"s__Propionibacterium.virus.PHL112N00",0
"s__Propionibacterium.virus.PHL113M01",0
"s__Propionibacterium.virus.PHL114L00",0
"s__Propionibacterium.virus.PHL116M00",0
"s__Propionibacterium.virus.PHL132N00",0
"s__Propionibacterium.virus.PHL141N00",0
"s__Propionibacterium.virus.PHL152M00",0
"s__Propionibacterium.virus.PHL171M01",0
"s__Propionibacterium.virus.PHL179M00",0
"s__Propionibacterium.virus.PHL199M00",0
"s__Propionibacterium.virus.PHL301M00",0
"s__Propionibacterium.virus.PHL308M00",0
"s__Propionibacterium.virus.Pirate",0
"s__Propionibacterium.virus.Procrass1",0
"s__Propionibacterium.virus.SKKY",0
"s__Propionibacterium.virus.Solid",0
"s__Propionibacterium.virus.Stormborn",0
"s__Propionibacterium.virus.Wizzo",0
"s__Prosthecochloris.sp..GSB1",0
"s__Prosthecochloris.sp..HL.130.GSB",0
"s__Protaetiibacter.larvae",0
"s__Protaetiibacter.sp..SSC.01",0
"s__Proteus.columbae",0
"s__Proteus.hauseri",0
"s__Proteus.mirabilis",0
"s__Proteus.penneri",0
"s__Proteus.virus.Isfahan",18.564576929273
"s__Proteus.virus.PM16",0
"s__Proteus.virus.Stubb",0
"s__Providencia.alcalifaciens",0
"s__Providencia.heimbachae",0
"s__Providencia.huaxiensis",0
"s__Providencia.phage.Kokobel1",0
"s__Providencia.rettgeri",0
"s__Providencia.rustigianii",0
"s__Providencia.sneebia",0
"s__Providencia.sp..2.29",0
"s__Providencia.sp..R33",0
"s__Providencia.stuartii",0
"s__Providencia.vermicola",0
"s__Providencia.virus.PR1",0
"s__Providencia.virus.PS3",0
"s__Pseudactinotalea.sp..HY158",0
"s__Pseudarthrobacter.chlorophenolicus",0
"s__Pseudarthrobacter.equi",0
"s__Pseudarthrobacter.psychrotolerans",0
"s__Pseudarthrobacter.sp..NBSH8",0
"s__Pseudarthrobacter.sp..NIBRBAC000502770",0
"s__Pseudarthrobacter.sulfonivorans",0
"s__Pseudescherichia.vulneris",0
"s__Pseudobutyrivibrio.xylanivorans",0
"s__Pseudochrobactrum.sp..Wa41.01b.1",0
"s__Pseudocnuella.soli",0
"s__Pseudodesulfovibrio.indicus",0
"s__Pseudodesulfovibrio.mercurii",0
"s__Pseudodesulfovibrio.piezophilus",0
"s__Pseudodesulfovibrio.profundus",0
"s__Pseudodesulfovibrio.sp..zrk46",0
"s__Pseudohalocynthiibacter.aestuariivivens",0
"s__Pseudolabrys.sp..FHR47",0
"s__Pseudolysobacter.antarcticus",0
"s__Pseudomonas.aeruginosa",3.08455887131759
"s__Pseudomonas.agarici",0
"s__Pseudomonas.alcaligenes",0
"s__Pseudomonas.alcaliphila",0
"s__Pseudomonas.alkylphenolica",0
"s__Pseudomonas.allokribbensis",0
"s__Pseudomonas.amygdali",0
"s__Pseudomonas.antarctica",0
"s__Pseudomonas.arsenicoxydans",0
"s__Pseudomonas.asiatica",0
"s__Pseudomonas.asplenii",0
"s__Pseudomonas.asturiensis",0
"s__Pseudomonas.atacamensis",0
"s__Pseudomonas.avellanae",0
"s__Pseudomonas.azotoformans",0
"s__Pseudomonas.balearica",0
"s__Pseudomonas.bijieensis",0
"s__Pseudomonas.brassicacearum",0
"s__Pseudomonas.brenneri",0
"s__Pseudomonas.campi",0
"s__Pseudomonas.cannabina",0
"s__Pseudomonas.cedrina",0
"s__Pseudomonas.cerasi",0
"s__Pseudomonas.chlororaphis",0.483575351422048
"s__Pseudomonas.cichorii",0
"s__Pseudomonas.citronellolis",0
"s__Pseudomonas.congelans",0
"s__Pseudomonas.coronafaciens",0
"s__Pseudomonas.corrugata",0
"s__Pseudomonas.cremoricolorata",0
"s__Pseudomonas.denitrificans..nom..rej..",0
"s__Pseudomonas.donghuensis",0
"s__Pseudomonas.entomophila",0
"s__Pseudomonas.eucalypticola",0
"s__Pseudomonas.extremaustralis",0
"s__Pseudomonas.extremorientalis",0
"s__Pseudomonas.fluorescens",0.126960650458525
"s__Pseudomonas.fragi",0
"s__Pseudomonas.frederiksbergensis",0
"s__Pseudomonas.fulva",0
"s__Pseudomonas.furukawaii",0
"s__Pseudomonas.fuscovaginae",0
"s__Pseudomonas.glycinae",0
"s__Pseudomonas.gozinkensis",0
"s__Pseudomonas.graminis",0
"s__Pseudomonas.granadensis",0
"s__Pseudomonas.guangdongensis",0
"s__Pseudomonas.khazarica",0
"s__Pseudomonas.knackmussii",0
"s__Pseudomonas.koreensis",0
"s__Pseudomonas.kribbensis",0
"s__Pseudomonas.lactis",0
"s__Pseudomonas.lalkuanensis",0
"s__Pseudomonas.libanensis",0
"s__Pseudomonas.lini",0
"s__Pseudomonas.litoralis",0
"s__Pseudomonas.lundensis",1.44328604751848
"s__Pseudomonas.lurida",1.25781284211504
"s__Pseudomonas.luteola",0
"s__Pseudomonas.mandelii",0
"s__Pseudomonas.marincola",0
"s__Pseudomonas.mediterranea",0
"s__Pseudomonas.mendocina",0.196993070840856
"s__Pseudomonas.migulae",0
"s__Pseudomonas.monteilii",0.50267782105828
"s__Pseudomonas.moraviensis",0
"s__Pseudomonas.mosselii",0
"s__Pseudomonas.mucidolens",0
"s__Pseudomonas.multiresinivorans",0.11884060951519
"s__Pseudomonas.nitroreducens",0
"s__Pseudomonas.oleovorans",0
"s__Pseudomonas.orientalis",0
"s__Pseudomonas.oryzae",0
"s__Pseudomonas.oryzihabitans",0
"s__Pseudomonas.otitidis",0
"s__Pseudomonas.palleroniana",0
"s__Pseudomonas.parafulva",4.29522055683229
"s__Pseudomonas.pelagia",0
"s__Pseudomonas.phage.201phi2.1",0
"s__Pseudomonas.phage.AF",0
"s__Pseudomonas.phage.Epa5",0
"s__Pseudomonas.phage.Lu11",0
"s__Pseudomonas.phage.O4",0
"s__Pseudomonas.phage.OBP",0
"s__Pseudomonas.phage.PAJU2",0
"s__Pseudomonas.phage.PaMx42",0
"s__Pseudomonas.phage.Persinger",0
"s__Pseudomonas.phage.phiPSA1",0
"s__Pseudomonas.phage.PS.1",0
"s__Pseudomonas.phage.PspYZU01",0
"s__Pseudomonas.phage.PspYZU05",0
"s__Pseudomonas.phage.vB_PaeP_Tr60_Ab31",0
"s__Pseudomonas.plecoglossicida",0
"s__Pseudomonas.poae",0
"s__Pseudomonas.pohangensis",0
"s__Pseudomonas.prosekii",0
"s__Pseudomonas.protegens",0
"s__Pseudomonas.psychrophila",0
"s__Pseudomonas.psychrotolerans",0
"s__Pseudomonas.putida",0
"s__Pseudomonas.qingdaonensis",0
"s__Pseudomonas.reinekei",0
"s__Pseudomonas.resinovorans",0
"s__Pseudomonas.rhizosphaerae",0
"s__Pseudomonas.rhodesiae",0
"s__Pseudomonas.sabulinigri",0
"s__Pseudomonas.salegens",0
"s__Pseudomonas.saudiphocaensis",0
"s__Pseudomonas.savastanoi",0
"s__Pseudomonas.sediminis",0
"s__Pseudomonas.sihuiensis",0
"s__Pseudomonas.silesiensis",0
"s__Pseudomonas.simiae",0
"s__Pseudomonas.soli",0
"s__Pseudomonas.sp.",0
"s__Pseudomonas.sp..02C.26",0
"s__Pseudomonas.sp..09C.129",0
"s__Pseudomonas.sp..13159349",0
"s__Pseudomonas.sp..14181154",0
"s__Pseudomonas.sp..15A4",0
"s__Pseudomonas.sp..2hn",0
"s__Pseudomonas.sp..3.2",0
"s__Pseudomonas.sp..31.12",0
"s__Pseudomonas.sp..7SR1",0
"s__Pseudomonas.sp..A214",0
"s__Pseudomonas.sp..ABC1",0
"s__Pseudomonas.sp..ACM7",0
"s__Pseudomonas.sp..ADAK13",0
"s__Pseudomonas.sp..ADAK18",0
